pays Name,pays Code,série Name,série Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"Taux d’alphabétisation, total des adultes (% des personnes âgées de 15 ans et plus)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,31.4488506317139,..,..,..,..,..,..,43.019718170166,..,..
Afghanistan,AFG,Total de dette extérieure (% du RNB),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,0.0865798562871764,0.065671611951561,0.0580654293227052,0.0740704707660065,0.121848449361604,0.206045539302436,0.281553405244514,0.330637872667154,0.332863864660328,0.341295010244941,0.283520428637379,..
Afghanistan,AFG,"Total des inscriptions à l’école, primaire (% net)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Total des réserves (% de la dette extérieure totale),FI.RES.TOTL.DT.ZS,..,..,..,..,..,..,..,141.900322047184,171.996793207284,211.936350875024,255.283575583065,277.15322201723,281.659070906032,297.586989135739,268.663397353037,280.499616022612,294.234021395487,306.361182290885,319.258392395823,..
Afghanistan,AFG,"Travail des enfants, travail familial non rémunéré (en % de toutes les formes d’emploi chez les enfants de 7 à 14 ans)",SL.FAM.0714.ZS,..,..,..,..,..,..,..,..,..,..,61.67,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Travail des enfants, travail indépendant (en % de toutes les formes d’emploi chez les enfants de 7 à 14 ans)",SL.SLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Travail des enfants, travail salarié (en % de toutes les formes d’emploi chez les enfants de 7 à 14 ans)",SL.WAG.0714.ZS,..,..,..,..,..,..,..,..,..,..,17.37,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Valeur actuelle de la dette extérieure (% du RNB),DT.DOD.PVLX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,9.91643471721172,..
Afghanistan,AFG,"Inscriptions à l’école, primaire (% brut)",SE.PRM.ENRR,20.8829097747803,68.9868469238281,93.3621826171875,104.663818359375,98.0998916625977,101.697853088379,98.9335098266602,100.779731750488,96.8964004516602,100.071708679199,97.6416397094727,103.492393493652,104.498428344727,105.919708251953,103.534523010254,102.486473083496,102.175788879395,103.996162414551,..,..
Afghanistan,AFG,"Inscriptions à l’école, enseignement supérieur (% brut)",SE.TER.ENRR,..,..,1.20234000682831,1.19937002658844,..,..,..,..,3.77498006820679,..,3.62226009368896,..,..,8.23068046569824,..,..,..,9.68642044067383,..,..
Afghanistan,AFG,"Inscriptions à l’école, préscolaire, (% brut)",SE.PRE.ENRR,..,..,3.08047008514404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Inscriptions à l’école, secondaire (% brut)",SE.SEC.ENRR,12.3246202468872,..,12.5488901138306,17.5680809020996,18.6168098449707,28.2558708190918,28.4933395385742,38.1939811706543,44.4203796386719,50.5672492980957,51.756908416748,53.618049621582,53.5751304626465,52.5829010009766,51.6699485778809,51.6559410095215,53.6431999206543,55.4252090454102,..,..
Afrique du Sud,ZAF,Accession à l’enseignement secondaire (%),SE.SEC.PROG.ZS,97.78103,98.37826,94.8553,..,..,..,..,..,..,..,..,..,..,97.29797,95.76823,..,..,..,..,..
Afrique du Sud,ZAF,Adolescents non scolarisés (% des adolescents en âge de fréquenter le 1er cycle du secondaire),SE.SEC.UNER.LO.ZS,16.195240020752,14.7632102966309,12.9476404190063,10.3903198242188,8.70149993896484,..,..,..,..,..,..,..,..,..,..,..,19.1390991210938,14.3636302947998,..,..
Afrique du Sud,ZAF,Âge de début de l’école primaire (années),SE.PRM.AGES,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Afrique du Sud,ZAF,Âge de début de l’école secondaire (années),SE.SEC.AGES,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Afrique du Sud,ZAF,Capacité (+)/besoin (-) de financement (% du PIB),GC.NLD.TOTL.GD.ZS,-0.893758411843876,-1.55611144656258,-2.54577617769652,-1.88267418291602,-0.181362985846001,0.874524301402631,1.02863140210343,-0.649412869138558,-4.91654228196056,-3.96416705227479,-4.55901503172924,-5.11656984323088,-5.6346507181473,-3.81463223824849,-4.7992764156906,-3.75250141820828,-5.0802053853179,-6.73907082535213,-5.79127676883801,..
Afrique du Sud,ZAF,Chômage (% de la population active) (estimation nationale),SL.UEM.TOTL.NE.ZS,30.6900005340576,33.2900009155273,32.310001373291,29.4500007629395,29.1200008392334,28.3400001525879,26.5400009155273,22.4099998474121,23.5200004577637,24.6800003051758,24.6399993896484,24.7299995422363,24.5599994659424,24.8899993896484,25.1499996185303,26.5400009155273,27.0400009155273,26.9099998474121,28.4699993133545,..
Afrique du Sud,ZAF,Créances sur le gouvernement central (% du PIB),FS.AST.CGOV.GD.ZS,30.3224311239065,34.6142289104582,31.5847598793988,30.2336161712789,25.1128278558521,20.0935774370628,16.4510010741339,14.835062176986,20.2674260497134,20.8443069741395,17.0516060814025,19.4127084835215,18.3122893946169,20.434010113331,16.8613258948108,19.995781569882,21.4252635410872,21.2909645015756,22.5077022596369,..
Afrique du Sud,ZAF,Croissance du PIB (% annuel),NY.GDP.MKTP.KD.ZG,2.69999456713745,3.70038235175593,2.9490791374903,4.55455274472709,5.2770563116366,5.60379765712011,5.36047589053663,3.19104674115678,-1.53808933379921,3.03973081360169,3.28416814231139,2.21335480848441,2.4852005003106,1.84699160365716,1.19373280124428,0.399087929556359,1.41451262585058,0.787055570495099,0.152583316664234,..
Afrique du Sud,ZAF,Croissance du PIB par habitant (% annuel),NY.GDP.PCAP.KD.ZG,1.33979066059516,2.39794255113945,1.69682703239221,3.28903250223969,3.98201745708991,4.27778333648354,4.00850044713503,1.82348757549786,-2.89873093688664,1.55107252579852,1.72071428259079,0.607949069116557,0.852684803699091,0.247278816490251,-0.341677246440881,-1.06086820384171,-0.00313895407710163,-0.572080196712221,-1.17914333260929,..
Afrique du Sud,ZAF,Croissance du RNB (% annuel),NY.GNP.MKTP.KD.ZG,1.95579324387137,4.30101297737286,2.71100040556713,5.30788832505043,5.23803329116647,5.58099692913181,3.88558310521134,3.38037378846214,-0.682495114680279,3.11858931434415,2.79448846167728,2.06757432691738,2.59864744345984,1.80726025626805,1.36763348118782,0.0865554644076951,1.13727889383506,0.621689503411488,0.49743326233218,..
Afrique du Sud,ZAF,Croissance du RNB par habitant (% annuel),NY.GNP.PCAP.KD.ZG,0.605445867034149,2.99102947041187,1.46164424277109,4.03324976680098,3.94347446835224,4.25526890588705,2.55253334348073,2.01030552974694,-2.05496014351699,1.62879172464483,1.23844707959468,0.46445827681994,0.964324618457852,0.208171530189929,-0.170415157286456,-1.36885596944391,-0.27649729559846,-0.735216265755071,-0.838878848917844,..
Afrique du Sud,ZAF,Dépenses (% du PIB),GC.XPN.TOTL.GD.ZS,27.1286744463477,26.4703248676336,27.8464525413987,28.6503054605001,28.6901236782097,28.9071979993476,29.0124873074309,29.9597773465712,32.2444449584217,31.7836277375234,32.3200126074742,33.0817996277345,34.7019428176683,34.3213747435785,35.8675265763326,34.582437454543,35.0227076807947,35.8674647955641,..,..
Afrique du Sud,ZAF,Dépenses publiques en éducation (% du PIB),SE.XPD.TOTL.GD.ZS,5.15948009490967,5.06621980667114,4.86485004425049,5.06891012191772,5.06319999694824,5.07256984710693,4.97414016723633,4.86600017547607,5.24869012832642,5.72173976898193,..,..,..,..,5.95619010925293,5.94285011291504,6.11305999755859,6.15898990631104,6.50505018234253,..
Afrique du Sud,ZAF,"Dépenses publiques en éducation, total (% des dépenses du gouvernement)",SE.XPD.TOTL.GB.ZS,20.4720497131348,20.0956993103027,19.5923004150391,19.9346294403076,19.9249897003174,18.0049896240234,18.0270690917969,17.9063091278076,18.3062591552734,18.0443706512451,..,..,..,..,18.6993503570557,18.0487403869629,18.7152996063232,18.8735198974609,19.450590133667,..
Afrique du Sud,ZAF,"Dette du gouvernement central, total (% du PIB)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,26.0184722820795,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,Emploi d’enfants dans le secteur des services (% des enfants économiquement actifs de 7 à 14 ans travaillant dans ce secteur),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,Emploi d’enfants dans le secteur manufacturier (% des enfants économiquement actifs de 7 à 14 ans travaillant dans ce secteur),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,Emploi des enfants dans l’agriculture (% d’enfants économiquement actifs de 7 à 14 ans travaillant dans ce secteur),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,"Enfants actifs économiquement, qui étudient et travaillent (% de tous les enfants économiquement actifs de 7 à 14 ans)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,"Enfants actifs économiquement, qui travaillent uniquement (% de tous les enfants de 7 à 14 ans)",SL.TLF.0714.WK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,"Enfants actifs économiquement, total (% des enfants âgés de 7 à 14 ans)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afrique du Sud,ZAF,Enfants n’allant pas à l’école primaire,SE.PRM.UNER,652929,563106,459597,396784,380577,..,..,..,..,..,..,..,..,..,311658,..,567591,845478,..,..
Afrique du Sud,ZAF,Enfants non scolarisés (% des enfants d’âge primaire),SE.PRM.UNER.ZS,8.98270988464355,7.84186983108521,6.4860200881958,5.6737699508667,5.51257991790771,..,..,..,..,..,..,..,..,..,4.35448980331421,..,7.55062007904053,11.007960319519,..,..
Afrique du Sud,ZAF,Épargne brute (% du PIB),NY.GNS.ICTR.ZS,14.8951042786045,17.5186521688052,17.1904015157807,16.3524290271444,15.6812881543611,17.2336268364335,16.6549655889936,17.3953164353904,17.4809225790294,18.0124420597806,17.5400176801749,15.1044477142812,15.3621698832935,15.6615449788744,16.476108608771,16.5305247385231,16.1447642799963,14.8822605639138,14.946975568212,..
Afrique du Sud,ZAF,Épargne brute (% du RNB),NY.GNS.ICTR.GN.ZS,15.3677670009669,17.9522438427436,17.6547391898584,16.6667744410954,15.9877787576845,17.5657176437962,17.2166211034698,17.955194378322,17.8813728841529,18.4049115422834,18.0003829431407,15.52595240266,15.7756733997344,16.0909220271156,16.8948030207544,17.0003544023726,16.6439269726266,15.3679827554409,15.3806306403563,..
Afrique du Sud,ZAF,Épargne intérieure brute (% du PIB),NY.GDS.TOTL.ZS,18.5785130918879,20.4156859845638,20.3887413012553,18.9758658777494,18.5499623609276,19.9938566923997,20.7024691135633,21.3269972136663,20.6274970819607,20.7517807538107,20.5711406944362,18.7783467795551,18.8544241478605,19.2351624081723,19.787381564509,19.9206480296211,19.9661593796946,18.786396681589,18.4670682976188,..
Afrique du Sud,ZAF,"Espérance de vie à la naissance, total (années)",SP.DYN.LE00.IN,55.089,54.31,53.749,53.444,53.447,53.795,54.452,55.36,56.46,57.669,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,..,..
Afrique du Sud,ZAF,Indice GINI,SI.POV.GINI,..,..,..,..,64.8,..,..,63,..,63.4,..,..,..,63,..,..,..,..,..,..
Afrique du Sud,ZAF,"Inflation, déflateur du PIB (% annuel)",NY.GDP.DEFL.KD.ZG,7.64185997158475,12.2052838418797,5.79357079410505,6.52702610419504,5.44910313937122,6.25524909975952,8.84939906839959,8.8315089402701,7.50452079637039,6.35103834717145,6.53223091289496,5.28277149390209,6.15525727535493,5.54700532577925,5.17061378564514,7.20634637892044,5.26745812194203,3.91653962575576,4.02122070549441,..
Afrique du Sud,ZAF,Masse monétaire (% du PIB),FM.LBL.BMNY.GD.ZS,57.3077520876667,58.2577561171972,60.6311548946043,61.5969422120609,66.970050217965,73.1850993258671,79.0859514600176,80.7998880169881,77.6779052012959,75.7996131259304,74.6356280461764,72.9424353057042,71.0136098342723,70.8702820118618,73.4657202119962,72.4045289684703,72.1800761879534,72.7763448223383,74.1247865560053,..
Afrique du Sud,ZAF,Part des revenus détenus par les 20% moins élevés,SI.DST.FRST.20,..,..,..,..,2.6,..,..,2.6,..,2.5,..,..,..,2.4,..,..,..,..,..,..
Afrique du Sud,ZAF,Part des revenus détenus par les 20% plus élevés,SI.DST.05TH.20,..,..,..,..,71,..,..,68.7,..,68.9,..,..,..,68.2,..,..,..,..,..,..
Afrique du Sud,ZAF,PIB ($ US courants),NY.GDP.MKTP.CD,121514658737.165,115482368343.658,175256916996.047,228590027400.653,257772710832.953,271638484826.109,299415505152.298,286769839732.726,295936485832.635,375349442837.24,416418874936.304,396332702639.496,366829390478.954,350904575292.317,317620522794.827,296357282715.109,349554116683.818,368288939768.322,351431649241.439,..
Afrique du Sud,ZAF,PIB par habitant ($ US constants de 2010),NY.GDP.PCAP.KD,6017.17784586121,6161.46631380485,6266.01573980923,6472.10703408701,6729.8274660259,7017.71490394165,7299.02003724481,7432.11676075707,7216.67969294747,7328.61562893966,7454.720164783,7500.04106663005,7563.99277707639,7582.69692889495,7556.78857882235,7476.62101155808,7476.38632385801,7433.61539826952,7345.96241792901,..
Afrique du Sud,ZAF,PIB par habitant ($ US courants),NY.GDP.PCAP.CD,2666.47490998748,2502.27700465337,3751.2828130871,4833.62751660714,5383.65654250984,5602.01104380458,6095.62243887023,5760.80528723832,5862.79734021167,7328.61562893966,8007.41284634441,7501.4699839525,6832.45689096701,6433.18727662894,5734.63362915331,5272.91842475419,6132.4798409721,6374.02819575944,6001.40081394888,..
Afrique du Sud,ZAF,PIB ($ US constants de 2010),NY.GDP.MKTP.KD,274210460320.471,284357295800.838,292743217487.232,306076361734.3,322228183699.627,340285199108.368,358526105165.636,369966840760.721,364276420244.386,375349442837.24,387676549661.244,396257207214.537,406104993310.75,413605718439.232,418543065568.063,420213420422.74,426157392310.139,429511487805.392,430166850678.94,..
Afrique du Sud,ZAF,Population active avec un niveau d’études de base (% de la population active totale),SL.TLF.BASC.ZS,41.9900016784668,39.7700004577637,38.6699981689453,36.4900016784668,38.2299995422363,37.5099983215332,37.2200012207031,47.8300018310547,46.0400009155273,44.3800010681152,44.2000007629395,..,44.8300018310547,45.25,46.7799987792969,47.2200012207031,47.5499992370605,47.439998626709,47.3800010681152,..
